Card ID,Created By,Space Posted in,Date of Card Posting,Time of Card Posting,Card Type,Card Title,Card Description,Card Body,Total Reach,Number of Views,Number of Likes,Number of Shares(Inside App),Number of Shares(Outside App),Number of Comments,Number of Upvotes on Comments,Number of Saves,Number of Reports,Option A(Poll Cards Only),Option B(Poll Cards Only),Option C(Poll Cards Only),Mission Date,Mission  Time,Mission  Format,Mission Link,Mission Link Clicks,Length of Video (seconds),Watch Time for Video Cards
,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,Koustubh Kulkarni,Student Creator Fellowship,15-04-2022,12:54:38,event,I agree to what!?📋,Learn 10 essential deal terms found in influencer agreements,<h3>5 hours to goo🔥</h3><br><br><br><br>,REACH NOW ADDED,193,58,0,OUTSIDE SHARE COUNTER NOW ADDED,25,0,0,0,Yes(32),No(0),Maybe(0),15-04-2022,18:00:00,,https://us02web.zoom.us/j/88350619130?pwd=ZlRhZmJWanBZaW9McWpQMSsvc0NjUT09,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,Koustubh Kulkarni,Student Creator Fellowship,15-04-2022,21:39:02,image,XJYZKBYQGPWSZCF,,"<h3>This has to be the session that has brought in SO MUCH CLARITY 😍</h3><p><br></p><p>I mean the man started saying"" hey guys welcome to my youtube channel!""</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-15_211955.max-1440x900.png""></p><p><br></p><p><br></p><h3>Some major take aways from the session by Resident Creators were:</h3><ul><li>The more vague the contract is, the further you should run away from it.</li><li> To be honest, we have fun saying “no” to brands.</li><li> How to agree with a brand’s deliverables? “Best of capabilities”</li><li> The more brand friendly you are, the more money you make.</li><li> The greenest flag you can have is not having a contract in the first place.</li></ul><p><a href=""https://instagram.com/hxtarth?igshid=YmMyMTA2M2Y="">slide into his dms here</a></p><p><br></p><h3>📍If I had to say what I felt about the call in Hitarths style then I would say,</h3><p><em>""This was the call that I didn't want to read the exit clause of""</em></p><p><br></p><h3>Let me know in the comments what were your major takeaways from the call?</h3><br><br><br><br>",REACH NOW ADDED,200,66,0,OUTSIDE SHARE COUNTER NOW ADDED,36,6,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,Koustubh Kulkarni,Student Creator Fellowship,17-04-2022,13:42:57,event,Special Invite 📬 ,Leap of faith with Avanti Nagral,"<h3>Disclaimer:</h3><p>This is an opportunity to learn something new, this call will not have any official communications from the Student Creator Fellowship &amp; solely an exclusive call.</p><p><br></p><h3>Special Invite:</h3><p>The Snapchat Opinion Leader Program enables students across the country to delve into the world of AR, create Lenses &amp; Geofilters on Snapchat.</p><p><br></p><h3>Line Up:</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-17_133433.max-1440x900.png""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-17_133500.max-1440x900.png""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-17_133524.max-1440x900.jpg""></p><p><br></p><h3>Theme: Glam it Up! </h3><p><br></p><h3>Word From KK:</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-17_134021.max-1440x900.jpg""></p><p><br></p><p>It's a very Emotional Day for my brother Kanishka Reddy,</p><p>12 months ago both of us worked to set the foundation of this program &amp; later on he took this program to insane hights! </p><p><br></p><p>I'm going be there by his side &amp; celebrate this batch of SOLs ❤</p><p><br></p><p>See you all</p><p>KK</p><p><br></p><br><br><br><br>",REACH NOW ADDED,251,65,1,OUTSIDE SHARE COUNTER NOW ADDED,43,29,1,0,Yes(38),No(0),Maybe(1),17-04-2022,19:00:00,,https://us02web.zoom.us/j/85129739885?pwd=RzJlSGxnbnpBclVneFVDbjdSaERiQT09,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,Koustubh Kulkarni,Student Creator Fellowship,17-04-2022,23:01:00,video,IJOUETHWDWKTQJW,,<h3>Get ready to beat down the biggest creator problem.</h3><p><br></p><p><em>#100/100</em></p><br><br><br><br>,REACH NOW ADDED,468,117,0,OUTSIDE SHARE COUNTER NOW ADDED,136,67,0,0,,,,,,,,TO BE ADDED,48,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,Koustubh Kulkarni,Student Creator Fellowship,20-04-2022,12:10:11,image,NIDEFPMXXKIIKSG,,"<h3>Welcome to the first Mega Mission of the student creator fellowship! 🚀</h3><p><br></p><p>Here's why a mega mission is different from a regular mission.</p><ol><li>It's something that the entire fellowship takes part in and is not an optional one.</li><li>The unlocks are larger than life</li><li>The duration of the mission is beyond just 7 days.</li></ol><h3>Mission Brief</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-20_120514.max-1440x900.png""></p><p><br></p><h3>Streaks🔥</h3><ul><li>Starting from the 23rd of April Saturday, we will be getting into posting cards daily for the next 30 days🏁</li><li>This is an Under 25 Mission &amp; it will be your final chance to land a spot in under 25 original creators 💯</li><li>The Unlocks are massive! &amp; yess you heard it right top 25 of you all are going to be flown down to Bombay for the launch of the Under 25 App 🛩</li></ul><p><br></p><h3>What do we start posting?</h3><ul><li>23rd April will be day 1 of the streaks &amp; including today &amp; tomorrow I will give you more details on the mega mission.</li></ul><p><br></p><h3>What can we do now?</h3><p><br></p><p>🎲 Strategize your cards</p><p>There are over 5 formats for postcards, so start trying out all the formats &amp; see which formats work for what type of content.</p><p><br></p><p>📚Content Calendar</p><p>As we are fighting for consistency, planning helps to make this process smoother. Plan 100 different types of cards that you would want to do &amp; start building your repository.</p><p><br></p><p>📮 Post 5 cards to prototypes</p><p>In the next 2 days get a hang of posting cards. So once you start your streaks then you will be very comfortable in publishing as many cards as you'd like. </p><p><br></p><p>🌠 Quality Check</p><p>Know that quality cards are the biggest parameter for the unlock. To find out interesting topics to talk about &amp; get the ball rolling</p><p><br></p><h3>Coming up next for Mega Mission</h3><ul><li>Streak Guidebook</li><li>Posting timing details &amp; Hashtags</li><li>Quality parameters</li><li>Content buckets </li><li>Full list of Unlocks</li><li>Original Creators Special</li></ul><p><br></p><h3>Start prepping as this is about to go down as the craziest mission in SCF🔥</h3><p>What part of this excites you the most? Let me know in the comments!</p><p><br></p><br><br><br><br>",REACH NOW ADDED,614,135,2,OUTSIDE SHARE COUNTER NOW ADDED,116,26,5,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667,Koustubh Kulkarni,Student Creator Fellowship,21-04-2022,13:22:50,image,HOCBCXPGWIGLESP,,"<h3>This man needs no introduction!</h3><p><br></p><p><em>Tomorrow that is the 22nd of April at 7 PM. BLOCK YOUR CALENDARS!</em></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_131818.max-1440x900.png""></p><p><br></p><p>The person who wrote and sang cold/mess, praised by Barack Obama, and the person who performed Karwaan, the one, and only Prateek Kauhad!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_131900.max-1440x900.jpg""></p><p><br></p><h3>His Journey 🎶 </h3><p>He’s a singer from Jaipur, who’s spent over a decade writing, singing, and performing songs, carving out a unique role for himself in the music industry. </p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_132137.max-1440x900.jpg""></p><p><br></p><p>He found his love for music when he began playing the g guitar as a teenager and listened to his parents’ Cliff Richard and sister’s Backstreet Boys CDs. </p><p><br></p><p>His journey started when he moved to New York to attend college, where he began to blossom as a musician, playing local shows around the city in the early ‘10s. The rest is history!</p><p><br></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_131905.max-1440x900.jpg""></p><p><br></p><p><em>Appreciated more than 1.9 million people every month on Spotify, the singer has also curated an album for the Netflix original series - Mismatch, which ironically was the perfect match for us!</em></p><p><br></p><h3>What's your Favourite PK song? Drop words from the song in the comments &amp; let others complete it 🤭</h3><br><br><br><br>",REACH NOW ADDED,619,113,1,OUTSIDE SHARE COUNTER NOW ADDED,92,41,3,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744,Koustubh Kulkarni,Student Creator Fellowship,21-04-2022,21:46:18,image,GERPOHNDQWFRCXR,,"<h3>Back Story!</h3><p><br></p><p>2 weeks ago, I thought of changing the game &amp; switching up how SCF operates by giving  some of the Resident Creators to work alongside me at the Creators Advisory Board (CAB) &amp;  work hands on towards building the next generation of content creators.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_213541.max-1440x900.png""></p><p><br></p><h3>After rounds of screening and going through over 100+ applicants, I finally have the first set of our board members!</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_213551.max-1440x900.png""></p><p><br></p><p>All the RCs who applied for the roles were exceptional. This convinced me to take in 4 more board members, in addition to the 15 I had planned on &amp; increase the intake from 15 to 19.</p><p><br></p><h3>Verdict 🚀</h3><p>Presenting to you the CAB, where each and every RC is a champ in their own way. They are some OGs who will be taking the Student creator fellowship alongside me, enabling Information, Access &amp; Experiences for all of us!</p><p><br></p><h3>Presenting the Boards! 🏯</h3><p><br></p><p>1. Community Board 🌻</p><ul><li>The members of this board will actively communicate, provide opportunities, and bring new learnings to the Resident Creators.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_213821.max-1440x900.png""></p><p><br></p><p>2. Editorial Board ✒</p><ul><li>You don't have to worry about missing out when you've got the Editorial Board. They're here to give you a thorough breakdown of the craziness happening at the SCF.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_213924.max-1440x900.png""></p><p><br></p><p>3. Creative Board 🔍</p><ul><li>Can't navigate your way through the app? This board has your back covered. They'll be designing EVERYTHING from roadmaps to decks in order to help you out.  </li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_214018.max-1440x900.png""></p><p><br></p><p>4. Video Editing Board 🎬</p><ul><li>We've all seen the insane videos of the Academy sessions and the kick off. Well, things are about to get more insane with these new members.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_214123.max-1440x900.png""></p><p><br></p><p>5. Brands Board 💡</p><ul><li>Like Aman Gupta of Boat, we like to build brands. The sole purpose of this board is to build the brand of the Student Creator Fellowship.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-21_214219.max-1440x900.png""></p><p><br></p><p>These were the board members! Congratulations team &amp; for everyone who applied, just want to say that we will be taking on new members every month! This is just the beginning 💯</p><p><br></p><h3>Send in all the love to our first batch of CAB in the comments &amp; let's support them together ❤</h3><p><br></p><p><br></p><p><br></p><p><br></p><br><br><br><br>",REACH NOW ADDED,466,98,0,OUTSIDE SHARE COUNTER NOW ADDED,73,171,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,Koustubh Kulkarni,Student Creator Fellowship,22-04-2022,14:23:09,video,EMWYVNKUNUVTUCT,,"<p><br></p><h3>7 PM we witness the magic of Prateek Kuhad! </h3><p><br></p><p>The hype is real! Loving all the audition cards &amp; let's have a ball of a time today with Space Warriors ❤</p><p><br></p><p>Advisory Board Member in Frame: <a href=""https://instagram.com/siddhesh._.parab?igshid=YmMyMTA2M2Y="">Siddesh Parab</a></p><p><br></p><h3>Also don't forget to wear RED! 🍒</h3><p>Drop in a red emoji in the comments if you are gonna be there🌬</p><p><br></p><p><br></p><br><br><br><br>",REACH NOW ADDED,335,96,0,OUTSIDE SHARE COUNTER NOW ADDED,127,118,0,0,,,,,,,,TO BE ADDED,20,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,Koustubh Kulkarni,Student Creator Fellowship,23-04-2022,05:56:11,vertical,Mega Mission,The game has changed! Welcome to 30 days of MEGA 🔥🔥🔥,"<p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_053815.max-1440x900.png""></p><p><br></p><p><br></p><h3>Mega Mission 01: Battle Out Consistency ⚡</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_054007.max-1440x900.png""></p><p><br></p><p>🔥 Mega mission is a trial round to be part of Under 25 Original Creators. You will be going on a journey for the next 30 days &amp; we'll be dropping exciting twists in between. </p><p><br></p><p>🔥 However, remember this is a mission that will trigger your creative senses on daily basis, so go all out &amp; make this one count!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_054032.max-1440x900.png""></p><p><br></p><p>To unlock the 30 Days streak grant you will not just have to finish 30 cards in 30 days.</p><p><br></p><h3>10 K grants will be given to people who have 10 quality badges and a 30 day streak.</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_054159.max-1440x900.png""></p><p><br></p><h3>Collect your 10 Quality Badges! 💎 </h3><p>Badged will be distributed every 7 days</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_054251.max-1440x900.png""></p><p><br></p><ul><li>Make entertaining college content via videos</li><li>Driving Value &amp; drawing insights.</li><li>Sharing real-life experiences &amp; killer storytelling </li><li>Making the dopest video cards</li><li>Having top-notch design </li><li>Driving engagement with cards</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_054351.max-1440x900.png""></p><p><br></p><p>⏰ As SCF we will be following a certain timeline to make sure all cards get enough reach &amp; screen time.</p><p><br></p><p>⏰ It's preferred if you post during these times but you can post anytime too!</p><p><br></p><h3>You can post your streak on any 1 of the 3 timelines:</h3><ul><li>Slot 01: 9 AM - 11 AM</li><li>Slot 02: 2 PM - 4 PM</li><li>Slot 03: 9 PM - 11 PM</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_055203.max-1440x900.png""></p><p><br></p><h3>We use two hashtags 2️⃣ </h3><p><em>You can use these hashtags in headings, blurbs, thumbnails &amp; descriptions.</em></p><p><br></p><p>1. Depending on the day of the streak! 📆 </p><p>Examples: </p><p>Day 1 - #01/30</p><p>Day 2 - #02/30</p><p>Day 3 - #03/30</p><p><br></p><p>2. #StudentCreatorFellowship </p><p><br></p><h3>🌈 Coming up soon...</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_054550.max-1440x900.png""></p><p><br></p><h3>Unlock Level 01 Comes out 26th of April ⚡</h3><p>All the best RCs! We start posting at 9 AM!</p><br><br><br><br>",REACH NOW ADDED,568,104,0,OUTSIDE SHARE COUNTER NOW ADDED,49,7,10,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,Koustubh Kulkarni,Student Creator Fellowship,23-04-2022,12:06:28,image,DVJLHKHBJJXQEOD,,"<h3>We have officially flagged off with the Mega Mission!🏁</h3><p><br></p><p>Day 1is critical as it will be the start of your 30 days &amp; if you miss out today then it'll be not easy to catch up.</p><p><br></p><h3>✅ Hygiene checklist</h3><p><br></p><ul><li>Make sure you always post in a slot that is mentioned in the mission card.</li><li>Double-check hashtags &amp; make them evidently visible.</li><li>Don't stop at 1 card a day. Don't forget the mission is about landing Quality badges &amp; not just completing the streaks.</li></ul><p><br></p><h3>📑Also, you make a small tracker where you have a record of all your cards. </h3><p><em>In case we miss out on any, you should be in a place where you can always back your work! An Excel sheet with date, time &amp; card link is the way I would go about it if I had to keep track of my cards!</em></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_120302.max-1440x900.png""></p><p>Did you already post your first supercritical? Let me know in the comments section!🔥</p><br><br><br><br>",REACH NOW ADDED,295,85,0,OUTSIDE SHARE COUNTER NOW ADDED,32,1,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,Koustubh Kulkarni,Student Creator Fellowship,23-04-2022,16:38:07,image,HHXUHCMMWVUPORS,,"<p>Even before the Mega Mission Started there were a lot of RCs who started playing their cards 🗃</p><p><br></p><h3>These Resident Creators have the most number of cards to their tally📊</h3><p><br></p><p>Don't get me wrong this is not a leaderboard, this is the number of reps they have on this playing field, confused? Let me explain what this means</p><p><br></p><h3>First I'll break down what a rep means 🥊</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_163145.max-1440x900.png""></p><p><br></p><p><u>Dictionary meaning </u></p><p><br></p><p><em>Repetitions in strength training, also known as resistance training or weightlifting, reps are the number of times you complete a single exercise before taking a rest or a break. </em></p><p><br></p><p>Short for “repetitions,” reps help you keep track of your strength workout.</p><p><br></p><h3>How do we look at it as Under 25?</h3><p>Just like in you do reps in a gym you can do reps of anything in life. The only takeaway from this is that the more reps you have of something the better you tend to be in that ⛳</p><p><br></p><h3>Following are the Resident Creators who have done the most amount of reps in posting cards so far! 🥋</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_163429.max-1440x900.png""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-23_163435.max-1440x900.png""></p><p><br></p><h3>P.S. This count has nothing to do with the Mega mission &amp; its unlock🕹</h3><p><br></p><p>Everyone has an equal chance at landing the unlock but to earn quality badges you will have to understand the game to a deeper level. The only way to do that is by doing as many reps as possible 🥊</p><p><br></p><h3>Tell me in the comments how many reps are you planning to do in the next 3 days? 🎯</h3><br><br><br><br>",REACH NOW ADDED,330,80,0,OUTSIDE SHARE COUNTER NOW ADDED,31,7,2,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,Koustubh Kulkarni,Student Creator Fellowship,24-04-2022,18:17:39,vertical,What's the best time to post?,All about slot timings of Mega mission & which slot is the best for you🔺,"<p>There are a total of 3 Slots for Mega Mission 🔺</p><p><br></p><h3>Slot 01: 9 AM - 11- AM 😇</h3><p><br></p><p>🃏 Card frequency - Low </p><p>📢 Engagement level - Moderate</p><p>🎰 Time on universe feed - High</p><p><br></p><ul><li>This is an early morning slot &amp; is for people who post multiple cards in a day 🌻</li><li>Here your card gets enough to feed time &amp; they will get good traction till lunchtime.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-24_181126.max-1440x900.png""></p><p><br></p><p><br></p><h3>Slot 2:  2 PM - 4 PM 🤑</h3><p><br></p><p>🃏 Card frequency - Moderate </p><p>📢 Engagement level - High</p><p>🎰 Time on universe feed - Moderate </p><p><br></p><ul><li>Here is where the majority of the explorers start tuning into the app as colleges get over &amp; people to look for updates from their fellowships &amp; spaces </li><li>You can start building momentum here &amp; this slot has a good amount of video cards usually.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-24_181235.max-1440x900.png""></p><p><br></p><h3>Slot 3: 9 PM - 11 PM 🤯</h3><p><br></p><p>🃏 Card frequency - Mega</p><p>📢 Engagement level - Moderate </p><p>🎰 Time on universe feed - Low</p><p><br></p><ul><li>This is the mega slot of the mega mission. We see double the amount of cards in this slot. </li><li>Yesterday slot 3 alone had over 100 cards.</li><li>You get to see final drops of the RCs who built hype for their drops &amp; image cards + videos cards get a lot of traction here.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-24_181241.max-1440x900.png""></p><p><br></p><h3>Slots are important as they give all your cards enough time on the universe feed &amp; quality badges are only given to those cards 🎯</h3><p><br></p><p>Which slots do you prefer posting in? Let me in the comments section!</p><p><br></p><p><br></p><br><br><br><br>",REACH NOW ADDED,328,91,2,OUTSIDE SHARE COUNTER NOW ADDED,33,1,7,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10943,Koustubh Kulkarni,Student Creator Fellowship,25-04-2022,23:19:06,video,HNKGWYRYAXTQUTV,,"<h3>As of now, 26 Quality badges have been assigned. You'll get the list on the weekend!</h3><p><br></p><p>Keep an eye for the number of times you share a card in the chat, no card that was shared multiple times had got a badge🎈</p><p><br></p><p><em>That also shows how good content always finds its place no matter what! ❤</em></p><p><br></p><h3>Keep experimenting &amp; let ke know what type of cards you all want to see about the Mega Mission? 🎯</h3><p><br></p><p><br></p><br><br><br><br>",REACH NOW ADDED,389,115,0,OUTSIDE SHARE COUNTER NOW ADDED,157,96,3,0,,,,,,,,TO BE ADDED,105,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
11281,Koustubh Kulkarni,Student Creator Fellowship,26-04-2022,23:38:20,vertical,Unlocks!,Mega Mission Unlocks Level 01 🎯,"<h3>Unlocks will be. Coming out in phases! As this is a mega mission we can't reveal all of it together🧾</h3><p><br></p><p><em>Levels only signify the timing of the unlock. It doesn't mean that these unlocks are the base. We are announcing the top unlocks on every level!</em></p><p><br></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-26_232434.max-1440x900.png""></p><p><br></p><p>👑 RCs with High engaging cards daily get their name featured on Under 25 Dictionary.</p><p><br></p><p>👑 RCs with over 50 Cards by the 4th of may have a chance to unlock an offline invitation for an Under 25 Gathering.</p><p><em>(Only 25 RCs will unlock this shortlisting will happen on the number of cards published  + quality badges)</em></p><p><br></p><h3>Update on the Mumbai unlock 🙌🏻</h3><p><br></p><p>As we are still deciding which city we will be having the gathering for now we can't reveal the city or dates. However, sooner or later that is going to happen for sure.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-26_232604.max-1440x900.png""></p><p><br></p><p> 💎 RCs with 5 Quality Badges get direct entry into original creators</p><p><br></p><p>💎 8 Quality Badges Unlock a virtual Meet &amp; Greet with Anto Philip.</p><p><br></p><p>💰RCs with 10 Quality Badges + the 30 days streak will be granted 10k Rupees!</p><p><br></p><p><br></p><h3>That's all for now!🤭</h3><p><br></p><h2>Quick Lowdown on 4 days:</h2><p><br></p><ul><li>I've been on the looking at all the cards closely &amp; I wanted to understand how will you all go about this consistently battle. I must say some of you have really pushed the game.</li><li>I will be opening up my trump cards now &amp; soon will be introducing the Streak master! This will change the game &amp; bring in some more spice to your daily cards.</li></ul><p><br></p><h3>Just know that everything is being mapped &amp; soon I'll play my cards 💯</h3><p><br></p><p>Goodnight RCs!</p><p><em>#04/100</em></p><br><br><br><br>",REACH NOW ADDED,563,101,6,OUTSIDE SHARE COUNTER NOW ADDED,114,33,2,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
11646,Koustubh Kulkarni,Student Creator Fellowship,27-04-2022,23:45:34,image,UNEWRXVDTHYMYLK,,"<h3>Today in the spotlight we have <a href=""https://instagram.com/shef_y_?igshid=YmMyMTA2M2Y="">Shefali Yadav.</a></h3><p><br></p><p>This irrational optimist has smashed it, being the first ever Student on the Under 25 App to cross 100 likes on a single card!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-27_234452.max-1440x900.png""></p><p><br></p><p><br></p><p><em>History has been made &amp; Shefali has her name is engraved herein 🔖</em></p><p><br></p><p>It's no easy feat, there's no stopping this woman 🔥 </p><p>From appreciating Taylor Swift to educating all of us, she's done it all!</p><p><br></p><h3>So, what really sets her apart from the other creators on the app? </h3><p><br></p><h3>1) Relevancy? Check! ✅</h3><p><br></p><p>Each one of Shefali's cards focuses on a topic that's relatable and relevant to most people on the app.</p><p><br></p><h3>2) Aesthetics? Check! ✅</h3><p><br></p><p>Shefali's thumbnails are eye catching, featuring herself in her element, ready to deliver amazing content</p><p><br></p><h3>3) Informative? Check! ✅</h3><p><br></p><p>The contents of her cards come from the heart. They're easy to read, apt and informative. They prove the point they're here to prove.</p><p><br></p><p><em>These are just some of the few things that make Shefali, Shefali. Congratulations, this is just the beginning 🚀</em></p><p><br></p><h3>Let me know in the comments which are your most liked card till date? 😍</h3><br><br><br><br>",REACH NOW ADDED,362,98,2,OUTSIDE SHARE COUNTER NOW ADDED,70,97,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
11741,Koustubh Kulkarni,Student Creator Fellowship,28-04-2022,14:44:54,event,Mega Brainstorm ,Brain storming 100 cards ideas today! 🧠,<h3>I've got your back❤</h3><p>See you all tonight!</p><br><br><br><br>,REACH NOW ADDED,302,82,0,OUTSIDE SHARE COUNTER NOW ADDED,51,23,2,0,Yes(72),No(0),Maybe(1),28-04-2022,19:45:00,,https://us02web.zoom.us/j/88956525680?pwd=TTlvMkZlUUZHZWlxUXhqTjFraHBSZz09,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806,Koustubh Kulkarni,Student Creator Fellowship,28-04-2022,19:29:20,image,OJTOCRJKEVUNEIT,,"<h3>3/5 </h3><p><br></p><p>3/5 is a concept where 3 people do a segment for 5 minutes. This is an Under 25 IP that usually happens with the artists of Under 25 🚀 </p><p><br></p><p>Today for the first time we will do a 3/5 with Resident Creators. This is the first of many &amp; I want to do multiple versions of 3/5 with Resident Creators in the coming days.</p><p><br></p><h3>This 3/5 will be featuring the following RC!</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-28_192232.max-1440x900.png""></p><p><br></p><p>Each one of them is here will talk about a very specific thing &amp; share their experience/ learnings with all of us today!🌻</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-28_192815.max-1440x900.png""></p><p><br></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-28_192823.max-1440x900.png""></p><p><br></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-28_192830.max-1440x900.png""></p><p><br></p><h3>See you all in sometime!💯</h3><br><br><br><br>",REACH NOW ADDED,271,86,0,OUTSIDE SHARE COUNTER NOW ADDED,29,22,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
12172,Koustubh Kulkarni,Student Creator Fellowship,29-04-2022,19:44:49,image,WRPUICSCEDUEEGE,,"<h3>Hello, my dear Resident Creators, </h3><p><br></p><p>I've been on an insane shooting schedule for the last 2 days. Trying to push the game as far as I can for all of you to experience nothing but the best at the Student Creator Fellowship!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-29_193735.max-1440x900.jpg""></p><p><br></p><p>We're experimenting a lot in the filmmaking aspect of the fellowship &amp; trying to do some fun things &amp; I cant wait to see what you all have to say about it!</p><p><br></p><h3>Confession ❤</h3><p><br></p><p>Seeing all your cards in the first week has inspired me in so many ways, I feel so proud &amp; the creator in me feels so much more alive  &amp; confident. </p><p><br></p><p>It's all because of you all &amp; now I'm going to play my cards❤ </p><p><br></p><h3>Updates! ✅</h3><p><br></p><p>As I've been shooting I haven't got a chance to give you all updates on a lot of things so here's a small breakdown of the things you should look out for in the coming days.</p><p><br></p><ul><li><u>Creator Academy Episode 08 - April 30th, 6 PM </u><em><u>(Tomorrow)</u></em></li><li><u>Mega Mission Weekly Review Card Part 01</u> - April 30th, 11 PM)</li><li><u>Mega Mission Weekly Review Card Part 02</u> - May 1st</li><li><u>Only Earth Results</u> - Monday 2nd of May</li><li><u>Last day to cross 50 Cards</u> - 4th May Wednesday</li><li><u>Mission 08</u> - 4th May Wednesday</li></ul><p><br></p><p>See you all tomorrow for the Academy session! </p><h3>Path Finder &amp; topic reveal happening soon</h3><br><br><br><br>",REACH NOW ADDED,261,96,0,OUTSIDE SHARE COUNTER NOW ADDED,78,40,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
